fra;jour;clage_90;tx_indic_7J_DC;tx_indic_7J_hosp;tx_indic_7J_SC;tx_prev_hosp;tx_prev_SC
FR;2020-05-29;0;0.621321658446075;1.62109823594563;0.259256519351599;17.6711627558044;1.70304713574068
FR;2020-05-30;0;0.594502018513151;1.54510925613568;0.236906819407496;16.8814733577794;1.61960825594936
FR;2020-05-31;0;0.603441898490792;1.49444993626238;0.224986979437308;16.7503551181074;1.58831867602762
FR;2020-06-01;0;0.563212438591406;1.38121145654559;0.192207419519289;16.7235354781744;1.56149903609469
FR;2020-06-02;0;0.561722458595132;1.30522247673564;0.163897799590092;16.6803260582825;1.54808921612823
FR;2020-06-03;0;0.533412838665934;1.24860323687724;0.153467939616177;15.8697769403097;1.45571045635927
FR;2020-06-04;0;0.496163338759096;1.20390383698904;0.144528059638535;15.2141857419493;1.36482167658658
FR;2020-06-05;0;0.470833678822445;1.1606944170971;0.15048797962363;14.607763883466;1.28138279679526
FR;2020-06-06;0;0.451463938870889;1.138344717153;0.15048797962363;13.8806536452845;1.21284371696668
FR;2020-06-07;0;0.420174358949144;1.10109521724616;0.147508019631082;13.7778450255416;1.19198399701885
FR;2020-06-08;0;0.399314639001314;1.09960523724989;0.151977959619903;13.8389342053888;1.1949639570114
FR;2020-06-09;0;0.365045099087022;1.04596595738404;0.147508019631082;13.3785303865403;1.12493489718654
FR;2020-06-10;0;0.329285579176457;1.01318639746602;0.157937879604997;12.9613359875837;1.09364531726479
FR;2020-06-11;0;0.314385779213721;0.974446917562908;0.159427859601271;12.5992708484892;1.04596595738404
FR;2020-06-12;0;0.302465939243533;0.934217457663522;0.148997999627356;12.1850564095252;1.00126655749583
FR;2020-06-13;0;0.281606219295703;0.888028077779042;0.144528059638535;11.8185213304419;0.965507037585267
FR;2020-06-14;0;0.281606219295703;0.914847717711966;0.143038079642262;11.781271830535;0.955077177611352
FR;2020-06-15;0;0.271176359321788;0.898457937752957;0.147508019631082;11.840871030386;0.961037097596446
FR;2020-06-16;0;0.247336679381411;0.914847717711966;0.156447899608724;11.4788058912915;0.923787597689607
FR;2020-06-17;0;0.250316639373958;0.87461825781258;0.13409819966462;11.083961192279;0.886538097782768
FR;2020-06-18;0;0.236906819407496;0.861208437846118;0.126648299683253;10.7800052730392;0.850778577872203
FR;2020-06-19;0;0.224986979437308;0.858228477853571;0.113238479716791;10.4879691937696;0.81203909796909
FR;2020-06-20;0;0.22200701944476;0.879088197801401;0.105788579735423;10.1616635745857;0.788199418028713
FR;2020-06-21;0;0.211577159470846;0.873128277816306;0.10876853972797;10.1616635745857;0.785219458036166
FR;2020-06-22;0;0.187737479530469;0.859718457849844;0.104298599739149;10.1929531545074;0.794159338013808
FR;2020-06-23;0;0.187737479530469;0.83289881791692;0.0864188397838665;9.87111747531234;0.753929878114421
FR;2020-06-24;0;0.189227459526742;0.822468957943005;0.0953587197615078;9.61186095596074;0.727110238181497
FR;2020-06-25;0;0.187737479530469;0.810549117972817;0.105788579735423;9.38985393651598;0.710720458222488
FR;2020-06-26;0;0.180287579549101;0.809059137976543;0.114728459713064;9.10973769721655;0.688370758278385
FR;2020-06-27;0;0.17581763956028;0.779259538051072;0.117708419705611;8.85048117786495;0.664531078338008
FR;2020-06-28;0;0.153467939616177;0.762869758092063;0.123668339690705;8.84005131789103;0.674960938311923
FR;2020-06-29;0;0.153467939616177;0.753929878114421;0.116218439709338;8.90263047773452;0.679430878300743
FR;2020-06-30;0;0.147508019631082;0.734560138162865;0.120688379698158;8.72830281817052;0.652611238367819
FR;2020-07-01;0;0.13409819966462;0.718170358203856;0.114728459713064;8.44520661887854;0.618341698453527
FR;2020-07-02;0;0.128138279679526;0.697310638256026;0.104298599739149;8.23064949941515;0.600461938498245
FR;2020-07-03;0;0.105788579735423;0.673470958315649;0.0983386797540549;8.01758235994803;0.576622258557868
FR;2020-07-04;0;0.105788579735423;0.67794089830447;0.0968486997577814;7.85517454035421;0.563212438591406
FR;2020-07-05;0;0.113238479716791;0.667511038330555;0.0893987997764136;7.85070460036539;0.570662338572774
FR;2020-07-06;0;0.114728459713064;0.671980978319376;0.0938687397652343;7.89838396024614;0.581092198546688
FR;2020-07-07;0;0.104298599739149;0.663041098341734;0.105788579735423;7.73001622066723;0.570662338572774
FR;2020-07-08;0;0.104298599739149;0.639201418401357;0.105788579735423;7.56313846108459;0.546822658632397
FR;2020-07-09;0;0.104298599739149;0.670490998323102;0.105788579735423;7.45883986134544;0.537882778654755
FR;2020-07-10;0;0.113238479716791;0.704760538237394;0.111748499720517;7.32325168168455;0.528942898677114
FR;2020-07-11;0;0.105788579735423;0.6988006182523;0.10876853972797;7.14594406212799;0.511063138721831
FR;2020-07-12;0;0.102808619742876;0.706250518233667;0.107278559731696;7.14594406212799;0.503613238740463
FR;2020-07-13;0;0.111748499720517;0.746479978133054;0.114728459713064;7.23683284190068;0.514043098714378
FR;2020-07-14;0;0.105788579735423;0.736050118159139;0.110258519724243;7.11018454221743;0.50212325874419
FR;2020-07-15;0;0.104298599739149;0.783729478039893;0.117708419705611;7.19213344201248;0.518513038703199
FR;2020-07-16;0;0.0983386797540549;0.794159338013808;0.128138279679526;7.06846510232177;0.508083178729284
FR;2020-07-17;0;0.0953587197615078;0.801609237995175;0.128138279679526;6.95671660260125;0.484243498788907
FR;2020-07-18;0;0.101318639746602;0.809059137976543;0.141548099645988;6.78238894303725;0.482753518792633
FR;2020-07-19;0;0.102808619742876;0.797139298006355;0.140058119649715;6.74215948313786;0.472323658818719
FR;2020-07-20;0;0.0968486997577814;0.798629278002628;0.131118239672073;6.84049816289191;0.478283578803813
FR;2020-07-21;0;0.101318639746602;0.838858737902014;0.135588179660894;6.74960938311923;0.479773558800086
FR;2020-07-22;0;0.0923787597689607;0.831408837920647;0.128138279679526;6.54548212362975;0.457423858855983
FR;2020-07-23;0;0.0953587197615078;0.816509037957911;0.123668339690705;6.25493602435641;0.451463938870889
FR;2020-07-24;0;0.0998286597503285;0.847798617879656;0.1296282596758;6.17298712456136;0.444014038889521
FR;2020-07-25;0;0.0879088197801401;0.876108237808854;0.117708419705611;6.03590896490419;0.424644298937965
FR;2020-07-26;0;0.0789689398024987;0.911867757719419;0.126648299683253;6.07464844480731;0.430604218923059
FR;2020-07-27;0;0.0759889798099516;0.92080763769706;0.141548099645988;6.1878869245241;0.454443898863436
FR;2020-07-28;0;0.0789689398024987;0.922297617693334;0.140058119649715;6.09848812474768;0.438054118904427
FR;2020-07-29;0;0.0879088197801401;0.955077177611352;0.140058119649715;6.0582586648483;0.436564138908153
FR;2020-07-30;0;0.0908887797726872;0.992326677518191;0.144528059638535;6.02547910493028;0.436564138908153
FR;2020-07-31;0;0.0923787597689607;1.00424651748838;0.15048797962363;5.96289994508679;0.43507415891188
FR;2020-08-01;0;0.0998286597503285;1.00275653749211;0.160917839597545;5.82731176542589;0.426134278934238
FR;2020-08-02;0;0.102808619742876;1.0087164574772;0.159427859601271;5.87499112530665;0.432094198919332
FR;2020-08-03;0;0.104298599739149;1.00722647748093;0.148997999627356;5.98375966503462;0.449973958874615
FR;2020-08-04;0;0.0983386797540549;1.0876853972797;0.153467939616177;5.97630976505325;0.454443898863436
FR;2020-08-05;0;0.0908887797726872;1.12344491719026;0.166877759582639;5.96438992508306;0.442524058893247
FR;2020-08-06;0;0.0908887797726872;1.14430463713809;0.172837679567733;5.97183982506443;0.452953918867162
FR;2020-08-07;0;0.0849288597875929;1.15175453711946;0.169857719575186;5.95694002510169;0.448483978878342
FR;2020-08-08;0;0.0789689398024987;1.17410423706357;0.171347699571459;5.93012038516877;0.452953918867162
FR;2020-08-09;0;0.0893987997764136;1.19794391700394;0.17581763956028;5.99269954501226;0.461893798844804
FR;2020-08-10;0;0.0864188397838665;1.22476355693687;0.172837679567733;6.1029580647365;0.461893798844804
FR;2020-08-11;0;0.0953587197615078;1.24115333689588;0.17581763956028;6.10444804473277;0.457423858855983
FR;2020-08-12;0;0.107278559731696;1.29479261676172;0.192207419519289;6.04335886488556;0.464873758837351
FR;2020-08-13;0;0.110258519724243;1.33055213667229;0.207107219482025;6.05676868485202;0.473813638814992
FR;2020-08-14;0;0.110258519724243;1.3469419166313;0.201147299496931;6.04484884488183;0.464873758837351
FR;2020-08-15;0;0.116218439709338;1.37227157656795;0.202637279493204;6.01057930496754;0.457423858855983
FR;2020-08-16;0;0.116218439709338;1.40654111648224;0.211577159470846;6.11040796471787;0.473813638814992
FR;2020-08-17;0;0.122178359694432;1.4199509364487;0.220517039448487;6.2385462443974;0.484243498788907
FR;2020-08-18;0;0.126648299683253;1.42442087643752;0.24286673939259;6.2385462443974;0.50212325874419
FR;2020-08-19;0;0.117708419705611;1.42889081642634;0.245846699385137;6.23705626440112;0.500633278747916
FR;2020-08-20;0;0.120688379698158;1.47210023631828;0.24286673939259;6.28175566428933;0.506593198733011
FR;2020-08-21;0;0.120688379698158;1.49146997626983;0.269686379325514;6.29665546425207;0.518513038703199
FR;2020-08-22;0;0.123668339690705;1.5048797962363;0.269686379325514;6.20129674449056;0.52298297869202
FR;2020-08-23;0;0.117708419705611;1.51530965621021;0.293526059265891;6.24748612437504;0.558742498602585
FR;2020-08-24;0;0.114728459713064;1.61364833596427;0.317365739206268;6.47992300379371;0.588542098528056
FR;2020-08-25;0;0.107278559731696;1.64344793588974;0.306935879232353;6.4694931438198;0.581092198546688
FR;2020-08-26;0;0.114728459713064;1.70453711573695;0.311405819221174;6.53952220364466;0.584072158539236
FR;2020-08-27;0;0.113238479716791;1.81032569547238;0.327795599180183;6.6214711034397;0.607911838479613
FR;2020-08-28;0;0.122178359694432;1.90717439523016;0.335245499161551;6.69448012325711;0.616851718457254
FR;2020-08-29;0;0.125158319686979;1.94740385512954;0.354615239113107;6.62445106343225;0.621321658446075
FR;2020-08-30;0;0.137078159657168;2.00998301497303;0.359085179101928;6.76599916307824;0.663041098341734
FR;2020-08-31;0;0.138568139653441;2.0904419347718;0.373984979064664;7.04462542238139;0.707740498229941
FR;2020-09-01;0;0.15048797962363;2.26029965434699;0.391864739019946;7.17276370206092;0.715190398211309
FR;2020-09-02;0;0.15048797962363;2.32585877418303;0.406764538982682;7.1906434620162;0.731580178170318
FR;2020-09-03;0;0.160917839597545;2.41525757395944;0.427624258930512;7.39030078151686;0.768829678077157
FR;2020-09-04;0;0.163897799590092;2.58809525352717;0.46040381884853;7.52439898118148;0.803099217991449
FR;2020-09-05;0;0.166877759582639;2.76391289308745;0.485733478785181;7.6018779409877;0.822468957943005
FR;2020-09-06;0;0.169857719575186;2.87268143281542;0.484243498788907;7.77918556054426;0.855248517861024
FR;2020-09-07;0;0.180287579549101;3.1274680121782;0.534902818662208;8.3066384792251;0.944647317637437
FR;2020-09-08;0;0.189227459526742;3.26603615183164;0.579602218550415;8.43328677890835;0.977426877555455
FR;2020-09-09;0;0.207107219482025;3.39566441150744;0.606421858483339;8.57483487855434;1.01169641746975
FR;2020-09-10;0;0.210087179474572;3.55509227110871;0.607911838479613;8.80429179798047;1.02808619742876
FR;2020-09-11;0;0.22200701944476;3.78603917053112;0.669001018326829;9.1350673571532;1.11897497720144
FR;2020-09-12;0;0.23839679940377;3.95142695011748;0.692840698267205;9.24830583686999;1.13983469714927
FR;2020-09-13;0;0.241376759396317;4.03933576989762;0.739030078151686;9.46435293632965;1.18602407703375
FR;2020-09-14;0;0.265216439336694;4.13469448965913;0.734560138162865;10.0454451348763;1.25903309685116
FR;2020-09-15;0;0.274156319314335;4.395440989007;0.797139298006355;10.3643008540789;1.34545193663502
FR;2020-09-16;0;0.295016039262165;4.74707626812756;0.855248517861024;10.718916093192;1.38568139653441
FR;2020-09-17;0;0.324815639187636;4.96163338759096;0.908887797726872;10.958802872592;1.41548099645988
FR;2020-09-18;0;0.357595199105654;5.12702116717732;0.92080763769706;11.2776585917946;1.46465033633691
FR;2020-09-19;0;0.375474959060937;5.18662036702826;0.961037097596446;10.4358198939;1.48700003628101
FR;2020-09-20;0;0.396334679008767;5.38925764652147;1.02212627744366;10.5490583736168;1.57639883605743
FR;2020-09-21;0;0.41421443896405;5.56507528608175;1.08470543728715;11.0362818323983;1.69410725576304
FR;2020-09-22;0;0.442524058893247;5.62467448593269;1.11748499720517;11.0809812322865;1.75072649562143
FR;2020-09-23;0;0.449973958874615;5.63808430589915;1.13387477716418;11.2612688118356;1.81330565546492
FR;2020-09-24;0;0.461893798844804;5.71854322569792;1.17559421705984;11.4951956712505;1.87439483531214
FR;2020-09-25;0;0.464873758837351;5.75728270560104;1.19943389700022;11.7619020905835;1.94293391514072
FR;2020-09-26;0;0.475303618811266;5.7930422255116;1.20241385699276;11.6710133108108;1.94144393514445
FR;2020-09-27;0;0.512553118718105;5.68576366577991;1.18006415704866;11.8885503902667;1.98465335503638
FR;2020-09-28;0;0.52298297869202;5.80496206548179;1.22774351692941;12.663339988329;2.1470611746302
FR;2020-09-29;0;0.534902818662208;5.91224062521349;1.2113537369704;12.7244291681762;2.13514133466001
FR;2020-09-30;0;0.551292598621217;6.04782880487438;1.24264331689215;12.919616547688;2.17388081456312
FR;2020-10-01;0;0.549802618624944;6.1595773045949;1.25605313685861;13.1878129470173;2.19176057451841
FR;2020-10-02;0;0.5691723585765;6.26834584432287;1.25754311685488;13.4962388062459;2.23348001441407
FR;2020-10-03;0;0.573642298565321;6.49035286376763;1.30373249673937;13.4828289862794;2.26327961433954
FR;2020-10-04;0;0.573642298565321;6.6274310234248;1.30224251674309;13.8225444254298;2.32287881419048
FR;2020-10-05;0;0.582582178542962;6.69448012325711;1.29330263676545;14.6465033633691;2.44803713387746
FR;2020-10-06;0;0.59003207852433;6.93585688265342;1.31714231670583;14.9385394426387;2.43909725389982
FR;2020-10-07;0;0.651121258371546;7.12955428216899;1.32310223669092;15.2454753218711;2.42717741392963
FR;2020-10-08;0;0.663041098341734;7.47671962130072;1.36035173659776;15.7893180205109;2.48379665378802
FR;2020-10-09;0;0.67794089830447;7.87156432031322;1.39313129651578;16.3421005991284;2.5135962537135
FR;2020-10-10;0;0.718170358203856;8.13827073964619;1.41548099645988;16.4612989988303;2.52849605367623
FR;2020-10-11;0;0.742010038144233;8.43179679891208;1.45720043635554;16.9380925976378;2.60746499347873
FR;2020-10-12;0;0.785219458036166;9.0784481172948;1.55106917612078;18.371453354053;2.81606219295703
FR;2020-10-13;0;0.838858737902014;9.60143109598682;1.6345080559121;19.0091647924581;2.89354115276325
FR;2020-10-14;0;0.828428877928099;10.2197727944403;1.77903611555063;19.651346170852;3.03359927241297
FR;2020-10-15;0;0.92080763769706;10.6950764132516;1.86098501534568;20.4127259489478;3.11703815220429
FR;2020-10-16;0;0.999776577499559;11.4445363513772;1.9667735950811;21.5480907061082;3.20047703199561
FR;2020-10-17;0;1.06682567733187;12.0792678297898;2.06362229483888;22.0487239848561;3.30626561173103
FR;2020-10-18;0;1.12493489718654;12.7005894882358;2.19325055451468;22.9874113825085;3.45377363136211
FR;2020-10-19;0;1.21880363695177;13.5126285862049;2.31542891420911;25.0823232572691;3.76517945058329
FR;2020-10-20;0;1.31416235671328;14.5600845235852;2.46591689383274;26.3860557540085;3.8828878702889
FR;2020-10-21;0;1.43485073641144;15.6149903609469;2.51061629372095;27.8149465704348;3.97824659005041
FR;2020-10-22;0;1.51530965621021;16.8412438978801;2.66408423333713;29.3198263666711;4.13469448965913
FR;2020-10-23;0;1.60172849599408;17.9885284950107;2.82202211294212;31.0631029623112;4.34627164912997
FR;2020-10-24;0;1.67175755581893;18.720108673181;2.93973053264773;31.6307853408914;4.45802014885049
FR;2020-10-25;0;1.85055515537176;19.4069894514631;3.05743895235335;32.9330278576345;4.6606574283437
FR;2020-10-26;0;1.99657319500657;20.5334143286459;3.18110729204405;35.8474287303456;5.01825262744935
FR;2020-10-27;0;2.13812129465256;21.5495806861045;3.27199607181674;37.5296161461384;5.16725062707671
FR;2020-10-28;0;2.29456919426128;22.4152590639394;3.46420349133603;39.1238947421511;5.35796806659972
FR;2020-10-29;0;2.45995697384765;23.1140596821917;3.62810129092612;40.6079148184396;5.59189492601467
FR;2020-10-30;0;2.60597501348246;23.7353813406378;3.75027965062055;42.2379529343629;5.81092198546689
FR;2020-10-31;0;2.8458617928825;24.4014023989721;3.80093897049385;42.7430561530996;5.86307128533646
FR;2020-11-01;0;3.00677963248004;25.0584835773287;3.9335471901622;44.2479359493359;6.15212740461353
FR;2020-11-02;0;3.2287866519248;25.9539615550891;4.0914850697672;47.685319800739;6.58422160353286
FR;2020-11-03;0;3.41950409144782;26.3741359140383;4.1928037095138;48.8326043978697;6.75258934311177
FR;2020-11-04;0;3.52529267118324;26.6050828134607;4.2658127293312;49.7504320755742;6.93436690265715
FR;2020-11-05;0;3.68621051078079;26.7034214932147;4.30604218923059;50.5475713735805;7.15786390209818
FR;2020-11-06;0;3.84861833037461;26.7838804130135;4.34925160912252;51.3625904315422;7.33815148164728
FR;2020-11-07;0;3.94248707013984;26.6184926334272;4.45355020886167;50.5594912135507;7.38434086153176
FR;2020-11-08;0;4.06466542983427;26.3786058540271;4.40885080897346;51.5056285111844;7.54078876114049
FR;2020-11-09;0;4.11681472970385;26.0299505348991;4.36266142908898;54.4840985237353;7.89391402025732
FR;2020-11-10;0;4.2151534094579;25.816883395432;4.33286182916351;54.3380804841005;7.86262444033558
FR;2020-11-11;0;4.30306222923804;24.5250707386628;4.14363436963677;53.011998287417;7.75087594061506
FR;2020-11-12;0;4.34180170914115;24.2509144193485;4.07658526980446;54.9117227826658;8.0190723399443
FR;2020-11-13;0;4.39097104901818;23.8322300403956;4.02592594993116;54.6301165633701;8.01758235994803
FR;2020-11-14;0;4.38799108902563;23.4344053813906;3.87841793030008;53.0194481873984;7.77769558054798
FR;2020-11-15;0;4.34180170914115;22.6819654832724;3.75176963061682;53.2205954868953;7.77769558054798
FR;2020-11-16;0;4.28369248928649;21.6628191658213;3.58638185103046;55.3512668815665;7.9907627200151
FR;2020-11-17;0;4.15704418960323;20.5796037085304;3.41950409144782;54.1145834846594;7.78514548052935
FR;2020-11-18;0;4.14959428962186;20.6049333684671;3.34500509163414;53.0715974872679;7.59591802100261
FR;2020-11-19;0;4.1421443896405;19.591746971001;3.12448805218566;52.0628810297907;7.39626070150195
FR;2020-11-20;0;4.05870550984918;18.4623421338257;2.8741714128117;51.1301535521235;7.26514246182988
FR;2020-11-21;0;3.97973657004668;17.4610755763299;2.72666339318061;48.9681925775306;7.0103558824671
FR;2020-11-22;0;3.92311733018828;16.7488651381111;2.58213533354208;48.7998248379516;6.94926670261988
FR;2020-11-23;0;3.91268747021437;15.7535585006004;2.44654715388119;50.1065372946836;7.0163158024522
FR;2020-11-24;0;3.96036683009512;15.0547578823481;2.31393893421284;48.5137486786671;6.71235988321239
FR;2020-11-25;0;3.87990791029635;14.4215163839318;2.19921047449977;47.1325372221215;6.46204324383843
FR;2020-11-26;0;3.80093897049385;13.7599652655863;2.0680922348277;46.0537917048195;6.22513642443093
FR;2020-11-27;0;3.71601011070626;13.2861516267713;1.99061327502148;45.1002045072044;6.05527870485575
FR;2020-11-28;0;3.71005019072117;12.9762357875464;1.90419443523761;43.3762976515159;5.80943200547061
FR;2020-11-29;0;3.61469147095966;12.837667647893;1.8654549553345;43.3479880315867;5.77814242554887
